Gene;start;end;strand;gene_name;operon;COG;accession
LMB90_RS07585;61390;62298;#ERROR!;rihC;Op1296;Amino Acid Transport & Conversion;NZ_JAJGVJ010000063.1
LMB90_RS07680;79129;80010;#ERROR!;LMB90_RS07680;Op1551;Amino Acid Transport & Conversion;NZ_JAJGVJ010000063.1
LMB90_RS07795;12549;12986;#ERROR!;LMB90_RS07795;Op365;Amino Acid Transport & Conversion;NZ_JAJGVJ010000064.1
LMB90_RS07985;50367;51251;-;LMB90_RS07985;Op1128;Amino Acid Transport & Conversion;NZ_JAJGVJ010000064.1
LMB90_RS08080;68785;70020;-;LMB90_RS08080;Op1405;Amino Acid Transport & Conversion;NZ_JAJGVJ010000064.1
LMB90_RS08090;71163;71432;#ERROR!;rpsN;Op1440;Amino Acid Transport & Conversion;NZ_JAJGVJ010000064.1
LMB90_RS08110;74084;74647;#ERROR!;ahpC;Op1484;Amino Acid Transport & Conversion;NZ_JAJGVJ010000064.1
LMB90_RS08115;74661;76328;#ERROR!;LMB90_RS08115;Op1491;Amino Acid Transport & Conversion;NZ_JAJGVJ010000064.1
LMB90_RS08150;6239;6424;#ERROR!;LMB90_RS08150;Op189;Amino Acid Transport & Conversion;NZ_JAJGVJ010000065.1
LMB90_RS08340;45884;46255;-;LMB90_RS08340;Op1058;Amino Acid Transport & Conversion;NZ_JAJGVJ010000065.1
LMB90_RS08460;7857;8735;#ERROR!;LMB90_RS08460;Op233;Amino Acid Transport & Conversion;NZ_JAJGVJ010000066.1
LMB90_RS08540;24485;25807;#ERROR!;LMB90_RS08540;Op643;Amino Acid Transport & Conversion;NZ_JAJGVJ010000066.1
LMB90_RS08550;27144;28457;#ERROR!;LMB90_RS08550;Op691;Amino Acid Transport & Conversion;NZ_JAJGVJ010000066.1
LMB90_RS08555;28450;28902;-;LMB90_RS08555;Op719;Amino Acid Transport & Conversion;NZ_JAJGVJ010000066.1
LMB90_RS08605;35442;36836;-;LMB90_RS08605;Op866;Amino Acid Transport & Conversion;NZ_JAJGVJ010000066.1
LMB90_RS08615;38368;39612;#ERROR!;LMB90_RS08615;Op922;Amino Acid Transport & Conversion;NZ_JAJGVJ010000066.1
LMB90_RS08645;47176;48234;#ERROR!;LMB90_RS08645;Op1079;Amino Acid Transport & Conversion;NZ_JAJGVJ010000066.1
LMB90_RS08700;59115;59609;-;LMB90_RS08700;Op1262;Amino Acid Transport & Conversion;NZ_JAJGVJ010000066.1
LMB90_RS08755;70529;70801;#ERROR!;LMB90_RS08755;Op1430;Amino Acid Transport & Conversion;NZ_JAJGVJ010000066.1
LMB90_RS08760;70807;71979;#ERROR!;aroC;Op1435;Amino Acid Transport & Conversion;NZ_JAJGVJ010000066.1
LMB90_RS08765;71979;72530;#ERROR!;LMB90_RS08765;Op1453;Amino Acid Transport & Conversion;NZ_JAJGVJ010000066.1
LMB90_RS08770;72508;73800;#ERROR!;aroA;Op1464;Amino Acid Transport & Conversion;NZ_JAJGVJ010000066.1
LMB90_RS08780;74881;75384;#ERROR!;LMB90_RS08780;Op1496;Amino Acid Transport & Conversion;NZ_JAJGVJ010000066.1
LMB90_RS08785;75431;77560;-;LMB90_RS08785;Op1502;Amino Acid Transport & Conversion;NZ_JAJGVJ010000066.1
LMB90_RS08825;86714;87634;#ERROR!;LMB90_RS08825;Op1635;Amino Acid Transport & Conversion;NZ_JAJGVJ010000066.1
LMB90_RS09040;126983;127687;-;LMB90_RS09040;Op1903;Amino Acid Transport & Conversion;NZ_JAJGVJ010000066.1
LMB90_RS09055;129793;131721;-;LMB90_RS09055;Op1912;Amino Acid Transport & Conversion;NZ_JAJGVJ010000066.1
LMB90_RS09060;131721;132476;-;LMB90_RS09060;Op1915;Amino Acid Transport & Conversion;NZ_JAJGVJ010000066.1
LMB90_RS09125;142630;144081;#ERROR!;LMB90_RS09125;Op1940;Amino Acid Transport & Conversion;NZ_JAJGVJ010000066.1
LMB90_RS09270;22681;23925;#ERROR!;LMB90_RS09270;Op604;Amino Acid Transport & Conversion;NZ_JAJGVJ010000067.1
LMB90_RS09315;31392;32237;#ERROR!;LMB90_RS09315;Op781;Amino Acid Transport & Conversion;NZ_JAJGVJ010000067.1
LMB90_RS09340;36583;37236;#ERROR!;LMB90_RS09340;Op890;Amino Acid Transport & Conversion;NZ_JAJGVJ010000067.1
LMB90_RS09345;37357;37623;#ERROR!;LMB90_RS09345;Op905;Amino Acid Transport & Conversion;NZ_JAJGVJ010000067.1
LMB90_RS09365;40049;41167;-;LMB90_RS09365;Op953;Amino Acid Transport & Conversion;NZ_JAJGVJ010000067.1
LMB90_RS09520;19525;21246;#ERROR!;ureC;Op534;Amino Acid Transport & Conversion;NZ_JAJGVJ010000068.1
LMB90_RS09525;21329;21778;#ERROR!;LMB90_RS09525;Op572;Amino Acid Transport & Conversion;NZ_JAJGVJ010000068.1
LMB90_RS09530;21792;22502;#ERROR!;LMB90_RS09530;Op582;Amino Acid Transport & Conversion;NZ_JAJGVJ010000068.1
LMB90_RS09675;51286;52314;-;LMB90_RS09675;Op1146;Amino Acid Transport & Conversion;NZ_JAJGVJ010000068.1
LMB90_RS09710;60786;62243;#ERROR!;gtfA;Op1287;Amino Acid Transport & Conversion;NZ_JAJGVJ010000068.1
LMB90_RS09715;62394;63191;-;LMB90_RS09715;Op1312;Amino Acid Transport & Conversion;NZ_JAJGVJ010000068.1
LMB90_RS09855;20651;21268;#ERROR!;LMB90_RS09855;Op557;Amino Acid Transport & Conversion;NZ_JAJGVJ010000069.1
LMB90_RS09885;25600;25767;#ERROR!;LMB90_RS09885;Op665;Amino Acid Transport & Conversion;NZ_JAJGVJ010000069.1
LMB90_RS10075;57817;59238;-;LMB90_RS10075;Op1244;Amino Acid Transport & Conversion;NZ_JAJGVJ010000069.1
LMB90_RS10080;59569;61074;#ERROR!;yjeM;Op1268;Amino Acid Transport & Conversion;NZ_JAJGVJ010000069.1
LMB90_RS10085;61192;62082;#ERROR!;LMB90_RS10085;Op1291;Amino Acid Transport & Conversion;NZ_JAJGVJ010000069.1
LMB90_RS10090;62134;62361;-;LMB90_RS10090;Op1305;Amino Acid Transport & Conversion;NZ_JAJGVJ010000069.1
LMB90_RS00410;31875;32849;#ERROR!;LMB90_RS00410;Op795;Nucleotide Transport & Metabolism;NZ_JAJGVJ010000026.1
LMB90_RS00685;50601;51044;#ERROR!;ndk;Op1133;Nucleotide Transport & Metabolism;NZ_JAJGVJ010000030.1
LMB90_RS00700;53501;54442;#ERROR!;LMB90_RS00700;Op1176;Nucleotide Transport & Metabolism;NZ_JAJGVJ010000030.1
LMB90_RS00720;57802;58650;#ERROR!;LMB90_RS00720;Op1243;Nucleotide Transport & Metabolism;NZ_JAJGVJ010000030.1
LMB90_RS00750;63536;64387;#ERROR!;ispE;Op1328;Nucleotide Transport & Metabolism;NZ_JAJGVJ010000030.1
LMB90_RS00770;67149;67994;#ERROR!;purR;Op1381;Nucleotide Transport & Metabolism;NZ_JAJGVJ010000030.1
LMB90_RS00780;69440;70429;#ERROR!;LMB90_RS00780;Op1415;Nucleotide Transport & Metabolism;NZ_JAJGVJ010000030.1
LMB90_RS00820;77146;78750;#ERROR!;LMB90_RS00820;Op1524;Nucleotide Transport & Metabolism;NZ_JAJGVJ010000030.1
LMB90_RS00895;94385;95878;#ERROR!;LMB90_RS00895;Op1706;Nucleotide Transport & Metabolism;NZ_JAJGVJ010000030.1
LMB90_RS00955;118667;119911;#ERROR!;codA;Op1875;Nucleotide Transport & Metabolism;NZ_JAJGVJ010000030.1
LMB90_RS01000;128949;129491;#ERROR!;hpt;Op1909;Nucleotide Transport & Metabolism;NZ_JAJGVJ010000030.1
LMB90_RS01325;26283;27341;#ERROR!;LMB90_RS01325;Op680;Nucleotide Transport & Metabolism;NZ_JAJGVJ010000039.1
LMB90_RS01490;13690;14424;#ERROR!;LMB90_RS01490;Op399;Nucleotide Transport & Metabolism;NZ_JAJGVJ010000044.1
LMB90_RS01655;5186;5668;-;LMB90_RS01655;Op162;Nucleotide Transport & Metabolism;NZ_JAJGVJ010000045.1
LMB90_RS01835;40123;42597;-;LMB90_RS01835;Op954;Nucleotide Transport & Metabolism;NZ_JAJGVJ010000045.1
LMB90_RS01840;42597;43682;-;LMB90_RS01840;Op999;Nucleotide Transport & Metabolism;NZ_JAJGVJ010000045.1
LMB90_RS01870;47577;48053;-;LMB90_RS01870;Op1085;Nucleotide Transport & Metabolism;NZ_JAJGVJ010000045.1
LMB90_RS02115;98680;99624;-;rihA;Op1743;Nucleotide Transport & Metabolism;NZ_JAJGVJ010000045.1
LMB90_RS02125;100005;101189;-;LMB90_RS02125;Op1755;Nucleotide Transport & Metabolism;NZ_JAJGVJ010000045.1
LMB90_RS02160;106148;106744;#ERROR!;LMB90_RS02160;Op1799;Nucleotide Transport & Metabolism;NZ_JAJGVJ010000045.1
LMB90_RS02520;76749;77723;-;LMB90_RS02520;Op1520;Nucleotide Transport & Metabolism;NZ_JAJGVJ010000046.1
LMB90_RS02525;77919;79217;#ERROR!;LMB90_RS02525;Op1534;Nucleotide Transport & Metabolism;NZ_JAJGVJ010000046.1
LMB90_RS02535;80285;80821;#ERROR!;pyrR;Op1564;Nucleotide Transport & Metabolism;NZ_JAJGVJ010000046.1
LMB90_RS02565;4073;5332;-;purD;Op137;Nucleotide Transport & Metabolism;NZ_JAJGVJ010000047.1
LMB90_RS02570;5348;6886;-;purH;Op166;Nucleotide Transport & Metabolism;NZ_JAJGVJ010000047.1
LMB90_RS02575;6890;7462;-;purN;Op205;Nucleotide Transport & Metabolism;NZ_JAJGVJ010000047.1
LMB90_RS02580;7472;8509;-;purM;Op220;Nucleotide Transport & Metabolism;NZ_JAJGVJ010000047.1
LMB90_RS02585;8514;9968;-;purF;Op251;Nucleotide Transport & Metabolism;NZ_JAJGVJ010000047.1
LMB90_RS02590;9944;12172;-;purL;Op297;Nucleotide Transport & Metabolism;NZ_JAJGVJ010000047.1
LMB90_RS02595;12176;12856;-;purQ;Op355;Nucleotide Transport & Metabolism;NZ_JAJGVJ010000047.1
LMB90_RS02600;12857;13105;-;purS;Op372;Nucleotide Transport & Metabolism;NZ_JAJGVJ010000047.1
LMB90_RS02605;13106;13825;-;LMB90_RS02605;Op384;Nucleotide Transport & Metabolism;NZ_JAJGVJ010000047.1
LMB90_RS02610;14049;15344;-;purB;Op406;Nucleotide Transport & Metabolism;NZ_JAJGVJ010000047.1
LMB90_RS02615;15416;16570;-;purK;Op439;Nucleotide Transport & Metabolism;NZ_JAJGVJ010000047.1
LMB90_RS02620;16533;17018;-;purE;Op470;Nucleotide Transport & Metabolism;NZ_JAJGVJ010000047.1
LMB90_RS02635;19810;21471;-;LMB90_RS02635;Op541;Nucleotide Transport & Metabolism;NZ_JAJGVJ010000047.1
LMB90_RS02745;4732;5544;#ERROR!;LMB90_RS02745;Op152;Nucleotide Transport & Metabolism;NZ_JAJGVJ010000049.1
LMB90_RS02940;38588;39229;#ERROR!;LMB90_RS02940;Op929;Nucleotide Transport & Metabolism;NZ_JAJGVJ010000050.1
LMB90_RS03145;71110;71769;#ERROR!;LMB90_RS03145;Op1438;Nucleotide Transport & Metabolism;NZ_JAJGVJ010000050.1
LMB90_RS03675;85644;86330;#ERROR!;cmk;Op1622;Nucleotide Transport & Metabolism;NZ_JAJGVJ010000051.1
LMB90_RS03710;94348;95310;#ERROR!;LMB90_RS03710;Op1705;Nucleotide Transport & Metabolism;NZ_JAJGVJ010000051.1
LMB90_RS03785;110577;111044;#ERROR!;LMB90_RS03785;Op1823;Nucleotide Transport & Metabolism;NZ_JAJGVJ010000051.1
LMB90_RS03940;18761;19549;#ERROR!;proB;Op519;Nucleotide Transport & Metabolism;NZ_JAJGVJ010000052.1
LMB90_RS03975;25277;26248;-;LMB90_RS03975;Op660;Nucleotide Transport & Metabolism;NZ_JAJGVJ010000052.1
LMB90_RS03985;28497;30011;-;LMB90_RS03985;Op720;Nucleotide Transport & Metabolism;NZ_JAJGVJ010000052.1
LMB90_RS04015;33554;34195;-;tmk;Op830;Nucleotide Transport & Metabolism;NZ_JAJGVJ010000052.1
LMB90_RS04045;37498;38010;-;tadA;Op906;Nucleotide Transport & Metabolism;NZ_JAJGVJ010000052.1
LMB90_RS04055;38589;40760;#ERROR!;nrdE;Op930;Nucleotide Transport & Metabolism;NZ_JAJGVJ010000052.1
LMB90_RS04060;40876;41895;#ERROR!;nrdF;Op965;Nucleotide Transport & Metabolism;NZ_JAJGVJ010000052.1
LMB90_RS04230;8951;9913;#ERROR!;hprK;Op263;Nucleotide Transport & Metabolism;NZ_JAJGVJ010000055.1
LMB90_RS04350;37289;38494;#ERROR!;LMB90_RS04350;Op901;Nucleotide Transport & Metabolism;NZ_JAJGVJ010000055.1
LMB90_RS04725;121378;121953;#ERROR!;LMB90_RS04725;Op1888;Nucleotide Transport & Metabolism;NZ_JAJGVJ010000055.1
LMB90_RS04750;126391;127026;#ERROR!;upp;Op1901;Nucleotide Transport & Metabolism;NZ_JAJGVJ010000055.1
LMB90_RS04770;131030;132301;#ERROR!;uraA;Op1914;Nucleotide Transport & Metabolism;NZ_JAJGVJ010000055.1
LMB90_RS04885;10610;12076;#ERROR!;LMB90_RS04885;Op309;Nucleotide Transport & Metabolism;NZ_JAJGVJ010000056.1
LMB90_RS04890;12089;12916;#ERROR!;nadE;Op352;Nucleotide Transport & Metabolism;NZ_JAJGVJ010000056.1
LMB90_RS05000;36467;37003;#ERROR!;LMB90_RS05000;Op886;Nucleotide Transport & Metabolism;NZ_JAJGVJ010000056.1
LMB90_RS05135;6088;7011;-;miaA;Op186;Nucleotide Transport & Metabolism;NZ_JAJGVJ010000057.1
LMB90_RS05195;16864;17520;-;udk;Op475;Nucleotide Transport & Metabolism;NZ_JAJGVJ010000057.1
LMB90_RS05295;5752;7986;#ERROR!;nrdD;Op177;Nucleotide Transport & Metabolism;NZ_JAJGVJ010000058.1
LMB90_RS05435;36940;37572;-;LMB90_RS05435;Op894;Nucleotide Transport & Metabolism;NZ_JAJGVJ010000058.1
LMB90_RS05490;43678;44256;#ERROR!;folE;Op1019;Nucleotide Transport & Metabolism;NZ_JAJGVJ010000058.1
LMB90_RS05500;45492;46079;#ERROR!;LMB90_RS05500;Op1052;Nucleotide Transport & Metabolism;NZ_JAJGVJ010000058.1
LMB90_RS05570;59811;60245;-;LMB90_RS05570;Op1271;Nucleotide Transport & Metabolism;NZ_JAJGVJ010000058.1
LMB90_RS05660;79875;80474;#ERROR!;coaE;Op1561;Nucleotide Transport & Metabolism;NZ_JAJGVJ010000058.1
LMB90_RS05810;3880;5076;-;LMB90_RS05810;Op127;Nucleotide Transport & Metabolism;NZ_JAJGVJ010000059.1
LMB90_RS05900;17692;18282;-;LMB90_RS05900;Op493;Nucleotide Transport & Metabolism;NZ_JAJGVJ010000059.1
LMB90_RS05965;30473;31561;-;LMB90_RS05965;Op757;Nucleotide Transport & Metabolism;NZ_JAJGVJ010000059.1
LMB90_RS06230;96612;97748;-;LMB90_RS06230;Op1723;Nucleotide Transport & Metabolism;NZ_JAJGVJ010000059.1
LMB90_RS06430;31610;32095;#ERROR!;LMB90_RS06430;Op785;Nucleotide Transport & Metabolism;NZ_JAJGVJ010000060.1
LMB90_RS06520;52255;52773;#ERROR!;LMB90_RS06520;Op1164;Nucleotide Transport & Metabolism;NZ_JAJGVJ010000060.1
LMB90_RS06685;76492;77214;#ERROR!;pyrH;Op1516;Nucleotide Transport & Metabolism;NZ_JAJGVJ010000060.1
LMB90_RS06960;7685;8548;#ERROR!;LMB90_RS06960;Op228;Nucleotide Transport & Metabolism;NZ_JAJGVJ010000062.1
LMB90_RS07200;58089;58811;#ERROR!;LMB90_RS07200;Op1249;Nucleotide Transport & Metabolism;NZ_JAJGVJ010000062.1
LMB90_RS07315;86107;86544;#ERROR!;LMB90_RS07315;Op1627;Nucleotide Transport & Metabolism;NZ_JAJGVJ010000062.1
LMB90_RS07320;86604;87077;#ERROR!;LMB90_RS07320;Op1633;Nucleotide Transport & Metabolism;NZ_JAJGVJ010000062.1
LMB90_RS07455;117740;119293;#ERROR!;guaA;Op1872;Nucleotide Transport & Metabolism;NZ_JAJGVJ010000062.1
LMB90_RS07465;120678;122417;-;LMB90_RS07465;Op1884;Nucleotide Transport & Metabolism;NZ_JAJGVJ010000062.1
LMB90_RS07515;13616;14989;-;LMB90_RS07515;Op397;Nucleotide Transport & Metabolism;NZ_JAJGVJ010000063.1
LMB90_RS07520;15150;16160;-;LMB90_RS07520;Op431;Nucleotide Transport & Metabolism;NZ_JAJGVJ010000063.1
LMB90_RS07590;62401;63285;#ERROR!;LMB90_RS07590;Op1313;Nucleotide Transport & Metabolism;NZ_JAJGVJ010000063.1
LMB90_RS07595;63463;64188;#ERROR!;rsmG;Op1327;Nucleotide Transport & Metabolism;NZ_JAJGVJ010000063.1
LMB90_RS07640;71185;72483;#ERROR!;LMB90_RS07640;Op1441;Nucleotide Transport & Metabolism;NZ_JAJGVJ010000063.1
LMB90_RS07650;73448;74386;#ERROR!;LMB90_RS07650;Op1478;Nucleotide Transport & Metabolism;NZ_JAJGVJ010000063.1
LMB90_RS07655;74465;75607;#ERROR!;LMB90_RS07655;Op1487;Nucleotide Transport & Metabolism;NZ_JAJGVJ010000063.1
LMB90_RS07665;76506;77651;#ERROR!;LMB90_RS07665;Op1517;Nucleotide Transport & Metabolism;NZ_JAJGVJ010000063.1
LMB90_RS07695;82590;83516;#ERROR!;LMB90_RS07695;Op1591;Nucleotide Transport & Metabolism;NZ_JAJGVJ010000063.1
LMB90_RS07700;83498;84244;#ERROR!;pyrF;Op1599;Nucleotide Transport & Metabolism;NZ_JAJGVJ010000063.1
LMB90_RS07705;84241;84882;#ERROR!;pyrE;Op1610;Nucleotide Transport & Metabolism;NZ_JAJGVJ010000063.1
LMB90_RS07710;84953;85594;-;LMB90_RS07710;Op1616;Nucleotide Transport & Metabolism;NZ_JAJGVJ010000063.1
LMB90_RS07715;85959;87188;#ERROR!;LMB90_RS07715;Op1624;Nucleotide Transport & Metabolism;NZ_JAJGVJ010000063.1
LMB90_RS07815;15727;16008;#ERROR!;LMB90_RS07815;Op446;Nucleotide Transport & Metabolism;NZ_JAJGVJ010000064.1
LMB90_RS07855;21548;22753;#ERROR!;coaBC;Op576;Nucleotide Transport & Metabolism;NZ_JAJGVJ010000064.1
LMB90_RS08165;8784;9020;-;LMB90_RS08165;Op258;Nucleotide Transport & Metabolism;NZ_JAJGVJ010000065.1
LMB90_RS08285;35885;36223;#ERROR!;LMB90_RS08285;Op874;Nucleotide Transport & Metabolism;NZ_JAJGVJ010000065.1
LMB90_RS08390;59258;59818;#ERROR!;LMB90_RS08390;Op1264;Nucleotide Transport & Metabolism;NZ_JAJGVJ010000065.1
LMB90_RS08495;13523;14854;-;LMB90_RS08495;Op393;Nucleotide Transport & Metabolism;NZ_JAJGVJ010000066.1
LMB90_RS08530;20962;23493;-;LMB90_RS08530;Op563;Nucleotide Transport & Metabolism;NZ_JAJGVJ010000066.1
LMB90_RS08790;77686;77949;-;LMB90_RS08790;Op1529;Nucleotide Transport & Metabolism;NZ_JAJGVJ010000066.1
LMB90_RS08820;85650;86567;-;LMB90_RS08820;Op1623;Nucleotide Transport & Metabolism;NZ_JAJGVJ010000066.1
LMB90_RS08895;99405;99629;-;LMB90_RS08895;Op1750;Nucleotide Transport & Metabolism;NZ_JAJGVJ010000066.1
LMB90_RS09130;144119;145111;#ERROR!;LMB90_RS09130;Op1941;Nucleotide Transport & Metabolism;NZ_JAJGVJ010000066.1
LMB90_RS09395;45318;45644;-;LMB90_RS09395;Op1047;Nucleotide Transport & Metabolism;NZ_JAJGVJ010000067.1
LMB90_RS09795;5184;7457;#ERROR!;pcrA;Op161;Nucleotide Transport & Metabolism;NZ_JAJGVJ010000069.1
LMB90_RS09800;7476;9518;#ERROR!;ligA;Op222;Nucleotide Transport & Metabolism;NZ_JAJGVJ010000069.1
LMB90_RS00395;27954;28610;#ERROR!;LMB90_RS00395;Op705;Carbohydrate Transport & Metabolism;NZ_JAJGVJ010000026.1
LMB90_RS00490;9914;10684;#ERROR!;tpiA;Op295;Carbohydrate Transport & Metabolism;NZ_JAJGVJ010000030.1
LMB90_RS00510;12421;14643;-;LMB90_RS00510;Op361;Carbohydrate Transport & Metabolism;NZ_JAJGVJ010000030.1
LMB90_RS00560;25243;26430;#ERROR!;LMB90_RS00560;Op657;Carbohydrate Transport & Metabolism;NZ_JAJGVJ010000030.1
LMB90_RS00565;26644;27498;-;LMB90_RS00565;Op682;Carbohydrate Transport & Metabolism;NZ_JAJGVJ010000030.1
LMB90_RS00630;38860;39735;#ERROR!;LMB90_RS00630;Op935;Carbohydrate Transport & Metabolism;NZ_JAJGVJ010000030.1
LMB90_RS00835;80785;82101;#ERROR!;LMB90_RS00835;Op1573;Carbohydrate Transport & Metabolism;NZ_JAJGVJ010000030.1
LMB90_RS00855;86541;88328;#ERROR!;LMB90_RS00855;Op1632;Carbohydrate Transport & Metabolism;NZ_JAJGVJ010000030.1
LMB90_RS00860;88341;89120;#ERROR!;tpiA;Op1649;Carbohydrate Transport & Metabolism;NZ_JAJGVJ010000030.1
LMB90_RS00865;89132;89998;#ERROR!;fba;Op1659;Carbohydrate Transport & Metabolism;NZ_JAJGVJ010000030.1
LMB90_RS00870;90018;90674;#ERROR!;LMB90_RS00870;Op1668;Carbohydrate Transport & Metabolism;NZ_JAJGVJ010000030.1
LMB90_RS01500;15151;16350;#ERROR!;LMB90_RS01500;Op432;Carbohydrate Transport & Metabolism;NZ_JAJGVJ010000044.1
LMB90_RS01945;63021;65210;-;LMB90_RS01945;Op1320;Carbohydrate Transport & Metabolism;NZ_JAJGVJ010000045.1
LMB90_RS01955;66515;67393;#ERROR!;LMB90_RS01955;Op1374;Carbohydrate Transport & Metabolism;NZ_JAJGVJ010000045.1
LMB90_RS02080;89953;91137;-;LMB90_RS02080;Op1667;Carbohydrate Transport & Metabolism;NZ_JAJGVJ010000045.1
LMB90_RS02145;103715;104650;-;LMB90_RS02145;Op1782;Carbohydrate Transport & Metabolism;NZ_JAJGVJ010000045.1
LMB90_RS02150;104803;105873;-;LMB90_RS02150;Op1785;Carbohydrate Transport & Metabolism;NZ_JAJGVJ010000045.1
LMB90_RS02450;60508;61857;#ERROR!;LMB90_RS02450;Op1282;Carbohydrate Transport & Metabolism;NZ_JAJGVJ010000046.1
LMB90_RS02455;61946;64198;#ERROR!;LMB90_RS02455;Op1303;Carbohydrate Transport & Metabolism;NZ_JAJGVJ010000046.1
LMB90_RS02560;3291;3977;-;LMB90_RS02560;Op111;Carbohydrate Transport & Metabolism;NZ_JAJGVJ010000047.1
LMB90_RS02675;4131;5861;-;ptsP;Op139;Carbohydrate Transport & Metabolism;NZ_JAJGVJ010000048.1
LMB90_RS02680;5861;6127;-;LMB90_RS02680;Op182;Carbohydrate Transport & Metabolism;NZ_JAJGVJ010000048.1
LMB90_RS02700;9725;10450;#ERROR!;LMB90_RS02700;Op285;Carbohydrate Transport & Metabolism;NZ_JAJGVJ010000048.1
LMB90_RS02750;5544;6449;#ERROR!;LMB90_RS02750;Op168;Carbohydrate Transport & Metabolism;NZ_JAJGVJ010000049.1
LMB90_RS02765;2370;3251;-;LMB90_RS02765;Op84;Carbohydrate Transport & Metabolism;NZ_JAJGVJ010000050.1
LMB90_RS03490;45441;46289;-;LMB90_RS03490;Op1051;Carbohydrate Transport & Metabolism;NZ_JAJGVJ010000051.1
LMB90_RS03620;75635;77056;#ERROR!;pyk;Op1507;Carbohydrate Transport & Metabolism;NZ_JAJGVJ010000051.1
LMB90_RS03765;104256;105170;#ERROR!;LMB90_RS03765;Op1783;Carbohydrate Transport & Metabolism;NZ_JAJGVJ010000051.1
LMB90_RS03830;115274;116803;-;LMB90_RS03830;Op1855;Carbohydrate Transport & Metabolism;NZ_JAJGVJ010000051.1
LMB90_RS03845;119310;120839;-;LMB90_RS03845;Op1879;Carbohydrate Transport & Metabolism;NZ_JAJGVJ010000051.1
LMB90_RS04285;20091;21815;#ERROR!;LMB90_RS04285;Op546;Carbohydrate Transport & Metabolism;NZ_JAJGVJ010000055.1
LMB90_RS04330;33543;34898;#ERROR!;LMB90_RS04330;Op829;Carbohydrate Transport & Metabolism;NZ_JAJGVJ010000055.1
LMB90_RS04345;36191;37198;#ERROR!;gap;Op881;Carbohydrate Transport & Metabolism;NZ_JAJGVJ010000055.1
LMB90_RS04355;38613;39362;#ERROR!;tpiA;Op931;Carbohydrate Transport & Metabolism;NZ_JAJGVJ010000055.1
LMB90_RS04360;39453;40775;#ERROR!;eno;Op943;Carbohydrate Transport & Metabolism;NZ_JAJGVJ010000055.1
LMB90_RS04440;55058;55453;#ERROR!;rbsD;Op1199;Carbohydrate Transport & Metabolism;NZ_JAJGVJ010000055.1
LMB90_RS04445;55473;56828;#ERROR!;fucP;Op1207;Carbohydrate Transport & Metabolism;NZ_JAJGVJ010000055.1
LMB90_RS04460;58746;60101;#ERROR!;glmM;Op1256;Carbohydrate Transport & Metabolism;NZ_JAJGVJ010000055.1
LMB90_RS04520;71552;72910;#ERROR!;LMB90_RS04520;Op1445;Carbohydrate Transport & Metabolism;NZ_JAJGVJ010000055.1
LMB90_RS04530;73296;74477;#ERROR!;LMB90_RS04530;Op1476;Carbohydrate Transport & Metabolism;NZ_JAJGVJ010000055.1
LMB90_RS04550;77687;79186;#ERROR!;LMB90_RS04550;Op1530;Carbohydrate Transport & Metabolism;NZ_JAJGVJ010000055.1
LMB90_RS04555;79206;81245;#ERROR!;LMB90_RS04555;Op1552;Carbohydrate Transport & Metabolism;NZ_JAJGVJ010000055.1
LMB90_RS04560;81360;82523;-;LMB90_RS04560;Op1579;Carbohydrate Transport & Metabolism;NZ_JAJGVJ010000055.1
LMB90_RS04565;82698;84098;#ERROR!;LMB90_RS04565;Op1592;Carbohydrate Transport & Metabolism;NZ_JAJGVJ010000055.1
LMB90_RS04570;84125;86419;#ERROR!;yicI;Op1608;Carbohydrate Transport & Metabolism;NZ_JAJGVJ010000055.1
LMB90_RS04575;86639;87988;#ERROR!;xylA;Op1634;Carbohydrate Transport & Metabolism;NZ_JAJGVJ010000055.1
LMB90_RS04580;88122;89630;#ERROR!;xylB;Op1648;Carbohydrate Transport & Metabolism;NZ_JAJGVJ010000055.1
LMB90_RS04585;89723;91930;#ERROR!;LMB90_RS04585;Op1665;Carbohydrate Transport & Metabolism;NZ_JAJGVJ010000055.1
LMB90_RS04590;92302;93693;-;LMB90_RS04590;Op1689;Carbohydrate Transport & Metabolism;NZ_JAJGVJ010000055.1
LMB90_RS04595;93698;95746;-;LMB90_RS04595;Op1699;Carbohydrate Transport & Metabolism;NZ_JAJGVJ010000055.1
LMB90_RS04755;127157;128884;#ERROR!;ptsP;Op1905;Carbohydrate Transport & Metabolism;NZ_JAJGVJ010000055.1
LMB90_RS04935;22715;24601;#ERROR!;LMB90_RS04935;Op605;Carbohydrate Transport & Metabolism;NZ_JAJGVJ010000056.1
LMB90_RS04940;24585;25544;#ERROR!;LMB90_RS04940;Op647;Carbohydrate Transport & Metabolism;NZ_JAJGVJ010000056.1
LMB90_RS04950;27539;28288;#ERROR!;LMB90_RS04950;Op698;Carbohydrate Transport & Metabolism;NZ_JAJGVJ010000056.1
LMB90_RS04990;35337;36020;-;rpiA;Op863;Carbohydrate Transport & Metabolism;NZ_JAJGVJ010000056.1
LMB90_RS05065;48021;49142;#ERROR!;wecB;Op1091;Carbohydrate Transport & Metabolism;NZ_JAJGVJ010000056.1
LMB90_RS05150;7896;8867;-;LMB90_RS05150;Op234;Carbohydrate Transport & Metabolism;NZ_JAJGVJ010000057.1
